cohort	gsm	stage	gene	raw	cpm	norm	lib_size	size_factor
GSE135251	GSM3998282	3	COL3A1	4906	181.689202213675	4541.0578176788	27002155	1.08036501559184
GSE135251	GSM3998283	1	COL3A1	2274	127.235831221502	3063.40217970241	17872324	0.742311935098547
GSE135251	GSM3998284	2	COL3A1	1587	74.8008127883655	1948.68157786162	21216347	0.814396778842386
GSE135251	GSM3998285	4	COL3A1	2222	85.7189590894502	2217.15811705564	25921920	1.00218382392628
GSE135251	GSM3998286	0	COL3A1	2315	75.3364798924006	1931.87963792275	30728805	1.19831481970026
GSE135251	GSM3998287	2	COL3A1	2148	76.3350992873365	1897.74716799119	28139087	1.13186837331641
GSE135251	GSM3998288	0	COL3A1	1494	61.3260615565884	1687.13658834601	24361584	0.885524035409988
GSE135251	GSM3998289	0	COL3A1	2675	106.901936715412	2756.20263115657	25022933	0.970538221595667
GSE135251	GSM3998290	0	COL3A1	5330	140.947718709606	3294.35031347957	37815440	1.61792143907438
GSE135251	GSM3998291	1	COL3A1	3054	114.168642561756	2642.88597460897	26749902	1.15555496125854
GSE135251	GSM3998292	1	COL3A1	2607	122.329893174611	3050.08229787874	21311226	0.854731035229149
GSE135251	GSM3998293	0	COL3A1	1868	91.7841041330952	2324.90632617012	20352108	0.803473232006385
GSE135251	GSM3998294	1	COL3A1	2219	77.7756405151713	2370.62174200216	28530784	0.93604136024075
GSE135251	GSM3998295	1	COL3A1	2135	80.2194081596176	2303.37193917968	26614507	0.926901975180074
GSE135251	GSM3998296	1	COL3A1	1924	71.2903259991002	1879.00124957253	26988234	1.02394822804812
GSE135251	GSM3998297	2	COL3A1	1668	64.5313146328702	1717.16874376326	25847916	0.97136638787432
GSE135251	GSM3998298	3	COL3A1	2508	89.3416004949268	2237.31861840987	28072029	1.12098472670044
GSE135251	GSM3998299	2	COL3A1	2029	72.856948236808	2019.09517499177	27849094	1.0049055760872
GSE135251	GSM3998300	1	COL3A1	2218	75.0743508548	1980.58979999975	29544045	1.11986843515012
GSE135251	GSM3998301	3	COL3A1	9058	311.178049394586	7745.17922483001	29108737	1.16950166510818
GSE135251	GSM3998302	1	COL3A1	2448	90.6514607234957	2361.90971247023	27004529	1.03644944049946
GSE135251	GSM3998303	0	COL3A1	1592	66.0325742172745	1589.78756552659	24109313	1.00139165415643
GSE135251	GSM3998304	0	COL3A1	1262	42.446780415069	1283.73372003148	29731348	0.983069915752508
GSE135251	GSM3998305	0	COL3A1	1348	46.0805564015242	1077.13003762845	29253119	1.25147378023914
GSE135251	GSM3998306	1	COL3A1	1477	55.8941433798685	1573.78885692866	26424951	0.938499464840823
GSE135251	GSM3998307	0	COL3A1	1609	57.968113502503	1307.70943641028	27756639	1.2303956484529
GSE135251	GSM3998308	3	COL3A1	3789	128.204486189308	3038.34000690105	29554348	1.24706253789699
GSE135251	GSM3998309	3	COL3A1	3596	127.451175673299	3370.88367281304	28214726	1.06678258552871
GSE135251	GSM3998310	1	COL3A1	1593	71.1081828645349	1924.0797761132	22402485	0.827928249013663
GSE135251	GSM3998311	1	COL3A1	2366	65.7334261195186	1806.22627865988	35993864	1.30991339676192
GSE135251	GSM3998312	2	COL3A1	2979	106.093574746609	2704.63451894996	28078986	1.1014427195718
GSE135251	GSM3998313	2	COL3A1	4770	203.241328497809	4164.38197532722	23469636	1.14542806790081
GSE135251	GSM3998314	3	COL3A1	5434	188.198499475424	4393.53423701183	28873769	1.23681749290198
GSE135251	GSM3998315	1	COL3A1	2259	76.6161115644542	2059.09033199164	29484660	1.0970864001945
GSE135251	GSM3998316	1	COL3A1	2326	80.1562543830067	1985.37834035757	29018322	1.17156511316684
GSE135251	GSM3998317	1	COL3A1	1991	66.8882837998324	1666.95198359371	29766050	1.19439553124241
GSE135251	GSM3998318	2	COL3A1	4351	139.425446672538	3342.34513237552	31206642	1.30178058449266
GSE135251	GSM3998319	3	COL3A1	1506	64.1048697779379	1757.9983781638	23492755	0.856656080407192
GSE135251	GSM3998320	1	COL3A1	2665	97.0772039157119	2187.21926607193	27452377	1.2184420836719
GSE135251	GSM3998321	0	COL3A1	2752	96.49702814049	2447.72567990814	28519013	1.12430899532144
GSE135251	GSM3998322	3	COL3A1	3031	104.981869412945	2742.33877515315	28871652	1.10526096464166
GSE135251	GSM3998323	0	COL3A1	2383	88.1983697180909	2357.49979253537	27018640	1.01081663190189
GSE135251	GSM3998324	3	COL3A1	4996	195.97425111731	4136.68774984114	25493145	1.20772954163433
GSE135251	GSM3998325	0	COL3A1	1494	51.7900966103694	1273.64749269213	28847214	1.17300902217623
GSE135251	GSM3998326	0	COL3A1	2501	98.9322164000817	2457.26361145164	25279935	1.01779881830526
GSE135251	GSM3998327	3	COL3A1	9936	386.243090890121	7529.07599370727	25724732	1.31968385075465
GSE135251	GSM3998328	3	COL3A1	5973	203.59451172187	4714.60668929978	29337726	1.26691374140631
GSE135251	GSM3998329	3	COL3A1	7949	318.917313234174	6814.38559133432	24924956	1.16650281869998
GSE135251	GSM3998330	3	COL3A1	2529	111.868356821044	3218.41438438438	22606929	0.785790671415902
GSE135251	GSM3998331	1	COL3A1	1679	60.9624588893722	1545.45014654037	27541540	1.08641485702958
GSE135251	GSM3998332	4	COL3A1	6172	240.552966259328	4675.97599189886	25657551	1.31993834243225
GSE135251	GSM3998333	3	COL3A1	1554	63.8148151555012	1679.98095270678	24351712	0.925010487467848
GSE135251	GSM3998334	3	COL3A1	3887	136.765250944004	2940.73033414773	28420962	1.32178049611153
GSE135251	GSM3998335	2	COL3A1	3021	144.257195537931	3341.73667079251	20941763	0.904020962035753
GSE135251	GSM3998336	0	COL3A1	1769	80.9863357418795	2087.85309296358	21843191	0.847281835087836
GSE135251	GSM3998337	2	COL3A1	1398	47.5362776945572	1156.60536016287	29409118	1.20870959806302
GSE135251	GSM3998338	3	COL3A1	2034	92.3929907243161	2366.03379162442	22014657	0.859666504848835
GSE135251	GSM3998339	0	COL3A1	1509	49.7308617831048	1177.94253770592	30343331	1.28104720875334
GSE135251	GSM3998340	3	COL3A1	1799	69.0212888664863	1467.33698940506	26064422	1.2260305662501
GSE135251	GSM3998342	control	COL3A1	2272	91.9911947583158	2286.97871862422	24698016	0.993450433752514
GSE135251	GSM3998343	2	COL3A1	2420	138.769289576356	3331.34413091594	17439017	0.726433506986451
GSE135251	GSM3998344	1	COL3A1	1397	66.3226655121997	1548.74855407198	21063689	0.902018598388355
GSE135251	GSM3998345	0	COL3A1	1805	95.7940215189992	2388.3288561172	18842512	0.755758569585956
GSE135251	GSM3998346	0	COL3A1	2884	115.477463676051	2689.60578346614	24974570	1.07227609998791
GSE135251	GSM3998347	2	COL3A1	3648	156.750540666904	3801.76497939269	23272647	0.959554317474604
GSE135251	GSM3998348	2	COL3A1	3246	139.512712096607	3092.11140580551	23266697	1.04976812734029
GSE135251	GSM3998349	0	COL3A1	2107	87.3467550514676	2009.24511064514	24122247	1.04865254559384
GSE135251	GSM3998350	2	COL3A1	4183	185.263569648539	4131.2479294667	22578643	1.01252698250429
GSE135251	GSM3998351	1	COL3A1	4224	204.731904927622	4437.65683499072	20631860	0.951853682487108
GSE135251	GSM3998352	1	COL3A1	2760	108.980317759756	2543.01432014123	25325674	1.08532617301452
GSE135251	GSM3998353	0	COL3A1	1432	69.7745920111016	1656.24585624904	20523230	0.86460593673158
GSE135251	GSM3998354	3	COL3A1	4296	189.973452359779	4162.24339532491	22613686	1.03213569990293
GSE135251	GSM3998355	2	COL3A1	7618	380.694539157217	7331.57796999928	20010794	1.03906690090084
GSE135251	GSM3998356	2	COL3A1	3024	145.624994642599	3284.73368129497	20765666	0.920622581130479
GSE135251	GSM3998357	1	COL3A1	4431	191.243606546254	4847.86485742316	23169402	0.914010627423979
GSE135251	GSM3998358	1	COL3A1	3799	161.865522515882	3598.32841769891	23470100	1.05576800086231
GSE135251	GSM3998359	4	COL3A1	8981	392.603388874116	7376.09517947393	22875503	1.21758190227699
GSE135251	GSM3998360	2	COL3A1	3100	167.909194707502	3700.88057686816	18462360	0.83763848511517
GSE135251	GSM3998361	0	COL3A1	989	51.5669388660644	1241.00669790465	19178955	0.796933652066385
GSE135251	GSM3998362	2	COL3A1	9679	658.782826071465	12951.80499117	14692247	0.747308966325446
GSE135251	GSM3998363	1	COL3A1	2965	139.144959153563	3208.32840582551	21308713	0.924157263519631
GSE135251	GSM3998364	3	COL3A1	2877	125.311842243498	2876.81715710782	22958724	1.00006355735599
GSE135251	GSM3998365	3	COL3A1	3279	146.071114670948	3248.78451818701	22447970	1.00930054968061
GSE135251	GSM3998366	0	COL3A1	1329	56.4079494207871	1433.41319915374	23560509	0.92715764078677
GSE135251	GSM3998367	1	COL3A1	4423	203.181380335194	4105.40449598987	21768727	1.07736034398568
GSE135251	GSM3998368	2	COL3A1	3087	116.999704601329	2830.45719809124	26384682	1.09063652405052
GSE135251	GSM3998369	3	COL3A1	3236	172.253395390689	4741.34352397998	18786277	0.682506969518976
GSE135251	GSM3998370	2	COL3A1	3788	166.590642461123	2973.79704699209	22738372	1.27379237390509
GSE135251	GSM3998371	2	COL3A1	4867	214.304657561896	4614.81169074332	22710659	1.05464758394422
GSE135251	GSM3998372	3	COL3A1	4065	171.629322546765	3644.10735798406	23684764	1.11549951762365
GSE135251	GSM3998373	3	COL3A1	3393	158.670968599983	3262.25294009853	21383874	1.04007876222422
GSE135251	GSM3998374	3	COL3A1	2739	165.732447563288	2951.54301117936	16526637	0.927989187223657
GSE135251	GSM3998375	1	COL3A1	2109	100.973559386433	2020.01796354855	20886656	1.04405012136384
GSE135251	GSM3998376	2	COL3A1	5745	311.343301377064	5641.22738016755	18452300	1.01839539746213
GSE135251	GSM3998377	1	COL3A1	5046	207.923235038304	4162.45535637815	24268572	1.21226525403281
GSE135251	GSM3998378	3	COL3A1	13294	646.348391701517	12309.5976659166	20567855	1.07997030941223
GSE135251	GSM3998379	3	COL3A1	4566	176.499040639194	3663.14165865278	25869829	1.24647104193051
GSE135251	GSM3998380	1	COL3A1	3371	159.643580433749	3192.58616965422	21115788	1.05588379478732
GSE135251	GSM3998381	2	COL3A1	4039	189.914938420352	4000.52673652381	21267416	1.00961704945625
GSE135251	GSM3998382	3	COL3A1	9696	464.048982437641	7906.80182936077	20894346	1.22628595091321
GSE135251	GSM3998167	2	LUM	440	18.8937073090779	442.0791153791	23288177	0.995296960867928
GSE135251	GSM3998168	3	LUM	1397	70.0433897992357	1550.36713926055	19944780	0.901076889869006
GSE135251	GSM3998169	2	LUM	1474	60.1016157671084	1346.12890588671	24525131	1.09499171554381
GSE135251	GSM3998170	3	LUM	1155	41.1813492200876	940.215100043395	28046677	1.22844230000847
GSE135251	GSM3998171	0	LUM	530	18.6421028939262	431.855749709668	28430269	1.22726165011422
GSE135251	GSM3998172	1	LUM	1030	41.3111534418969	1073.34151799655	24932734	0.959620011646014
GSE135251	GSM3998173	3	LUM	709	28.642970782675	616.23251434398	24753019	1.15053974513951
GSE135251	GSM3998174	2	LUM	443	18.0305605383803	467.058377698998	24569397	0.948489570366934
GSE135251	GSM3998175	0	LUM	315	16.802942979453	428.6652183353	18746716	0.734839185748
GSE135251	GSM3998176	2	LUM	334	13.8845897930972	349.981351939644	24055446	0.954336561502283
GSE135251	GSM3998177	1	LUM	431	16.160388443245	398.942500871553	26670151	1.08035618932155
GSE135251	GSM3998178	2	LUM	900	36.1010526224587	915.546185075244	24930021	0.983019769697401
GSE135251	GSM3998179	3	LUM	1218	55.3896720272015	1344.49125103339	21989659	0.905918873822226
GSE135251	GSM3998180	2	LUM	403	17.2533482947976	409.081854409516	23357785	0.985132915713666
GSE135251	GSM3998181	1	LUM	393	17.1602217153043	456.590822460644	22901802	0.860726893024389
GSE135251	GSM3998182	2	LUM	490	18.9313909777704	533.653671995348	25882937	0.91819849785325
GSE135251	GSM3998183	1	LUM	319	14.5603898788585	358.92282856078	21908754	0.888770439258868
GSE135251	GSM3998184	2	LUM	1309	49.437845618789	1196.71038689298	26477691	1.09383190313786
GSE135251	GSM3998185	3	LUM	1461	52.485056038844	1324.7928862623	27836495	1.10281389276024
GSE135251	GSM3998186	2	LUM	543	21.1671545637321	502.081102183364	25652952	1.08149858187989
GSE135251	GSM3998187	2	LUM	1607	70.5857466162326	1491.43140513209	22766636	1.07748837423581
GSE135251	GSM3998188	3	LUM	2645	96.880084029646	2171.5802330127	27301793	1.21800703459642
GSE135251	GSM3998189	0	LUM	1701	66.8882617235049	1650.98700376073	25430471	1.03029278614874
GSE135251	GSM3998190	3	LUM	537	24.874456948221	595.246611473037	21588411	0.902147092733722
GSE135251	GSM3998191	4	LUM	3913	157.664734263001	3388.34821132881	24818486	1.15483998572432
GSE135251	GSM3998192	1	LUM	893	41.7724895271738	966.904502526858	21377706	0.923565871982476
GSE135251	GSM3998193	3	LUM	1061	53.2732174447544	1249.68288519316	19916199	0.849015388280688
GSE135251	GSM3998194	1	LUM	253	12.6175954912593	271.520457312441	20051364	0.931789827198437
GSE135251	GSM3998195	3	LUM	1354	56.7696508943191	1236.38758478149	23850772	1.09512584618786
GSE135251	GSM3998196	1	LUM	688	35.958562773877	803.536495125179	19133134	0.856214999783949
GSE135251	GSM3998197	1	LUM	821	27.7092032186551	644.080985144677	29629145	1.27468442468548
GSE135251	GSM3998198	1	LUM	1017	31.5290227444542	738.165170339849	32255995	1.37774043109048
GSE135251	GSM3998199	2	LUM	1625	66.9515575610351	1364.01157528462	24271280	1.191338863573
GSE135251	GSM3998200	3	LUM	576	20.8384803957835	520.886221951874	27641171	1.10580770948712
GSE135251	GSM3998201	4	LUM	1853	81.0746517279292	1805.78384579746	22855479	1.02614717941598
GSE135251	GSM3998202	0	LUM	457	19.2626469498652	451.324193464191	23724673	1.01257589692288
GSE135251	GSM3998203	3	LUM	450	19.2467563762258	474.599937392672	23380563	0.948167002448805
GSE135251	GSM3998204	1	LUM	587	28.748313607762	727.094659402149	20418589	0.807322667563889
GSE135251	GSM3998205	1	LUM	204	9.53020169971147	237.075078439918	21405633	0.860486902893506
GSE135251	GSM3998206	0	LUM	295	14.0065797688962	285.809508551648	21061530	1.03215600311874
GSE135251	GSM3998207	3	LUM	1035	49.4846638420725	1054.2493166486	20915571	0.981741210219806
GSE135251	GSM3998208	4	LUM	575	24.1086942366426	648.132147267389	23850317	0.887164758644169
GSE135251	GSM3998209	3	LUM	1941	89.6053128333366	1931.95231450567	21661662	1.00468318261605
GSE135251	GSM3998210	3	LUM	1122	58.9628466799923	1296.24617460311	19028932	0.865576324916473
GSE135251	GSM3998211	2	LUM	482	24.0831622571079	529.981177788235	20013983	0.909466260691608
GSE135251	GSM3998212	1	LUM	359	16.7010480303068	380.308028473583	21495657	0.943971657503246
GSE135251	GSM3998213	0	LUM	799	26.174301520419	624.537165131209	30526125	1.27934740253951
