cohort	gsm	stage	gene	ensembl_id	raw	cpm	norm	lib_size	size_factor
GSE135251	GSM3998353	0	LOX	ENSG00000113083	0	0	0	20523230	0.86460593673158
GSE135251	GSM3998354	3	LOX	ENSG00000113083	13	0.574873110027264	12.5952430491675	22613686	1.03213569990293
GSE135251	GSM3998355	2	LOX	ENSG00000113083	6	0.299838177335692	5.77441163297397	20010794	1.03906690090084
GSE135251	GSM3998356	2	LOX	ENSG00000113083	5	0.24078206786144	5.43110727727343	20765666	0.920622581130479
GSE135251	GSM3998357	1	LOX	ENSG00000113083	9	0.388443344372893	9.84671264202402	23169402	0.914010627423979
GSE135251	GSM3998358	1	LOX	ENSG00000113083	5	0.213037013050647	4.73588894143052	23470100	1.05576800086231
GSE135251	GSM3998359	4	LOX	ENSG00000113083	27	1.1803019151098	22.1750996376568	22875503	1.21758190227699
GSE135251	GSM3998360	2	LOX	ENSG00000113083	0	0	0	18462360	0.83763848511517
GSE135251	GSM3998361	0	LOX	ENSG00000113083	5	0.260702420960892	6.27404801771817	19178955	0.796933652066385
GSE135251	GSM3998362	2	LOX	ENSG00000113083	12	0.816757300636179	16.0576154451947	14692247	0.747308966325446
GSE135251	GSM3998363	1	LOX	ENSG00000113083	10	0.469291599168847	10.8206691596138	21308713	0.924157263519631
GSE135251	GSM3998364	3	LOX	ENSG00000113083	20	0.871128552266232	19.9987289336657	22958724	1.00006355735599
GSE135251	GSM3998365	3	LOX	ENSG00000113083	2	0.0890949159322647	1.98157030691492	22447970	1.00930054968061
GSE135251	GSM3998366	0	LOX	ENSG00000113083	6	0.254663428536285	6.47139141830132	23560509	0.92715764078677
GSE135251	GSM3998367	1	LOX	ENSG00000113083	6	0.275624752885182	5.5691673018176	21768727	1.07736034398568
GSE135251	GSM3998368	2	LOX	ENSG00000113083	8	0.303206231555112	7.33516604623579	26384682	1.09063652405052
GSE135251	GSM3998369	3	LOX	ENSG00000113083	1	0.0532303446819186	1.46518650308405	18786277	0.682506969518976
GSE135251	GSM3998370	2	LOX	ENSG00000113083	20	0.879570445940457	15.7011459714471	22738372	1.27379237390509
GSE135251	GSM3998371	2	LOX	ENSG00000113083	36	1.58515875739229	34.1346252037722	22710659	1.05464758394422
GSE135251	GSM3998372	3	LOX	ENSG00000113083	30	1.26663706676579	26.8937812397347	23684764	1.11549951762365
GSE135251	GSM3998373	3	LOX	ENSG00000113083	2	0.0935284223990471	1.92293129389834	21383874	1.04007876222422
