ensembl_id	baseMean	log2FC	lfcSE	log2FC_shrunk	stat	pvalue	padj	deg
ENSG00000138131	109.763051250545	3.09092707743678	0.264347740262938	3.04640989007366	11.6926555693737	1.38972144223494e-31	2.25801939934334e-27	TRUE
ENSG00000119681	109.444217927068	2.72689907769116	0.261693893833012	2.67730827251912	10.4201861103844	2.005603500711e-25	1.62935228397762e-21	TRUE
ENSG00000137673	68.9754448055838	3.67860193801206	0.377675145375661	3.60114907292368	9.74012185618696	2.03310413046671e-22	1.10112919706077e-18	TRUE
ENSG00000010319	41.5587363136702	3.0355871965396	0.319869922763535	2.96836638969275	9.49006761971702	2.30884446395213e-21	9.37852621257356e-18	TRUE
ENSG00000163075	31.7626444340593	2.62134295553086	0.285806957646527	2.55993031597446	9.17172547903055	4.65507212776301e-20	1.51271223863787e-16	TRUE
ENSG00000186340	194.865464545654	2.08839828860929	0.22887734290247	2.03897629192853	9.12453046739187	7.20478862257381e-20	1.69989434745908e-16	TRUE
ENSG00000079931	41.7457634110586	3.26899900361042	0.35833444207114	3.19075590962998	9.12275968984702	7.32352316113587e-20	1.69989434745908e-16	TRUE
ENSG00000169429	20.035206660439	3.44645493590105	0.378591119419467	3.36373502366024	9.10336972823309	8.75717007196142e-20	1.77858124161536e-16	TRUE
ENSG00000101384	186.385938346668	1.80385361112714	0.198476596023638	1.76081111610122	9.08849530507016	1.00419116643939e-19	1.81289978581191e-16	TRUE
ENSG00000125398	76.7162989672274	2.31832138257622	0.255788148345111	2.262634714579	9.06344331266017	1.26396107543009e-19	2.05368395535881e-16	TRUE
ENSG00000124766	59.2503986507676	1.96531712382384	0.21735437263982	1.91816893408177	9.04199487663669	1.53838300693524e-19	2.27233155424397e-16	TRUE
ENSG00000148180	1098.9143774741	2.01540923704514	0.223285464628934	1.96662119801542	9.02615510774265	1.77809455737949e-19	2.40754003069183e-16	TRUE
ENSG00000102287	214.966128873395	2.56830996813587	0.286099285784351	2.50515160192997	8.97698839441267	2.78279233848168e-19	3.47806230120387e-16	TRUE
ENSG00000187144	18.6170884803384	4.03702791562233	0.456037942030259	3.93371657731328	8.85239481971539	8.56610484307449e-19	9.9415765350196e-16	TRUE
ENSG00000162909	859.735735746732	1.10961875694335	0.126936547431072	1.08278144689268	8.74152306329181	2.29988564152857e-18	2.49123612690375e-15	TRUE
ENSG00000103064	58.1078475891853	1.52195748601536	0.174296100190367	1.48347829292085	8.73202260035119	2.50158219931371e-18	2.54035672340308e-15	TRUE
ENSG00000163531	151.950393364913	1.76627163458736	0.207788054286853	1.71817671038593	8.5003521528192	1.89016403819512e-17	1.80655207603496e-14	TRUE
ENSG00000134258	40.7814229500144	3.10187557814622	0.367197761332108	3.01532877236341	8.44742507931787	2.97797847654287e-17	2.68812190482603e-14	TRUE
ENSG00000198542	128.389084946185	2.88828457549195	0.34420620173695	2.80719123672307	8.39114624000657	4.81425033863443e-17	4.11694418432275e-14	TRUE
ENSG00000124875	32.8455094206291	3.0670339004343	0.366818430313098	2.97946334312894	8.36117721188771	6.20954897364392e-17	5.04463758618832e-14	TRUE
ENSG00000078098	12.9443921921294	3.42361647637864	0.416611722566732	3.32218601876688	8.21776318555284	2.07333868584974e-16	1.60417176036603e-13	TRUE
ENSG00000163393	15.8976215781645	2.76419698859882	0.33681734789762	2.6820360666581	8.2068129977647	2.27136913779691e-16	1.67750935231474e-13	TRUE
ENSG00000163739	14.119586670524	2.77314528679768	0.33994914092643	2.6896037596179	8.15752991532879	3.41945391513218e-16	2.41562118317686e-13	TRUE
ENSG00000234899	56.8890167762589	2.10213158219862	0.258444297267207	2.03061164015952	8.13378977376006	4.16073840899328e-16	2.81681990288845e-13	TRUE
ENSG00000164692	871.895451181905	1.51837648388113	0.187619083908398	1.47396043704082	8.09286801881228	5.82759995272449e-16	3.70523344574248e-13	TRUE
ENSG00000165359	52.4939673469626	1.3114634079149	0.162093864825411	1.27341693442036	8.09076524473924	5.92910324897246e-16	3.70523344574248e-13	TRUE
ENSG00000084636	70.6230401727093	2.37582798695522	0.294157841142912	2.30367278613499	8.07671139319032	6.65367696825702e-16	3.8287832564979e-13	TRUE
ENSG00000108691	77.7380796677309	1.69445222480341	0.209849444604934	1.64340002399335	8.07460905123392	6.76931789020302e-16	3.8287832564979e-13	TRUE
ENSG00000172965	38.9745960099884	2.00476763375119	0.248316008452608	1.94391701745722	8.07345304172692	6.83374658040615e-16	3.8287832564979e-13	TRUE
ENSG00000154096	117.960494646307	2.63499394153522	0.32691382802511	2.55448125706714	8.06020949757081	7.61638059361055e-16	4.12503172949948e-13	TRUE
ENSG00000138744	820.749640167326	-0.845369533589139	0.105501997225117	-0.821264682182957	-8.01282966980538	1.12098842886014e-15	5.87542580390952e-13	TRUE
ENSG00000164199	422.312946977012	-1.02861832729334	0.128795418246755	-0.999390586757934	-7.98645123635254	1.3887866389042e-15	7.05156415903608e-13	TRUE
ENSG00000159212	30.9697053637079	3.10296358822338	0.388772431709971	3.00550631905766	7.98143935920392	1.44636633321434e-15	7.12138187335353e-13	TRUE
