ensembl_id	baseMean	log2FC	lfcSE	log2FC_shrunk	stat	pvalue	padj	deg
ENSG00000185022	142.335012224512	3.47625114016616	0.243995946905534	3.44232335169527	14.2471675626318	4.6683501793529e-46	9.28323265658563e-42	TRUE
ENSG00000142871	459.764701030516	4.9497859559561	0.34794056167658	4.90170476452572	14.2259526515252	6.32372796770138e-46	9.28323265658563e-42	TRUE
ENSG00000159167	70.5823915383056	4.51960258582346	0.323987136355188	4.47419193360666	13.9499445461582	3.1485009979872e-44	3.0813329766968e-40	TRUE
ENSG00000169429	184.96749663523	6.41426486626402	0.46865903312981	6.34711059592693	13.6864210712597	1.22390728531355e-42	8.98347947420143e-39	TRUE
ENSG00000119508	177.936446195757	4.19596626539441	0.307382431355615	4.14988888213289	13.6506378939402	2.00119093495018e-42	1.17509931700274e-38	TRUE
ENSG00000059804	403.103124520784	3.0674273183786	0.227734366755649	3.03541530130798	13.4693211309203	2.37035321716814e-41	1.00463343402063e-37	TRUE
ENSG00000108244	60.5746074811981	6.53067406304708	0.484883240194025	6.45980980677858	13.4685497903245	2.39524320100287e-41	1.00463343402063e-37	TRUE
ENSG00000130844	573.730723423394	2.20434913348611	0.165912219117788	2.18107057096449	13.2862374164325	2.78220681207919e-40	9.89278066779361e-37	TRUE
ENSG00000150347	689.161282158003	1.91679968836679	0.144339633683868	1.89647237003871	13.2797876747072	3.03252813386044e-40	9.89278066779361e-37	TRUE
ENSG00000158859	1091.33097283819	3.7074525740446	0.282811440779843	3.66605601993652	13.109273669486	2.91375521440471e-39	8.55478530949224e-36	TRUE
ENSG00000184557	401.762501172371	4.87965574393838	0.379419333372381	4.8216176453575	12.860851608606	7.47485759085814e-38	1.99510744425086e-34	TRUE
ENSG00000118523	505.689367985385	3.88156696489274	0.304172340664323	3.83529451969903	12.7610780007652	2.70432459137628e-37	6.39125874053115e-34	TRUE
ENSG00000168398	79.1471813636843	4.90893241826103	0.384786705101347	4.84972359420852	12.7575416540654	2.82991701726516e-37	6.39125874053115e-34	TRUE
ENSG00000137331	97.9572589472158	4.46856418315608	0.353010371087046	4.41384107103254	12.6584501452344	1.00463137587408e-36	2.10685551397593e-33	TRUE
ENSG00000137801	4421.06437633429	3.3465113615057	0.265156842340436	3.30809378432654	12.6208749959735	1.62011087603344e-36	3.17109702135612e-33	TRUE
ENSG00000108691	227.414666272524	4.11838265754935	0.33075297756561	4.06580634758366	12.4515361520288	1.37179150005682e-35	2.51723740260427e-32	TRUE
ENSG00000136997	213.09377501148	3.72314898713754	0.309268829763736	3.67333258622399	12.0385523170305	2.22831724733252e-33	3.77074954015025e-30	TRUE
ENSG00000128342	55.5498986466391	4.46675227797066	0.371130852531656	4.40648725464944	12.0355185980925	2.31176742924743e-33	3.77074954015025e-30	TRUE
